sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp
0,0,I,0.0,0.0,0.0,0.0,0.0
0,1,work,30.949133445433908,5.877136210272758,9.027457184120562,12.952593454429838,90.09700377820982
0,2,40,13.487658977122512,3.7699155621349805,4.442439758721928,5.1091317458149925,76.27848230935463
0,3,hours,15.427822806934891,3.931091079131354,4.599940357304324,5.1966052964686895,90.09700377820982
0,4,a,11.547495147310137,2.641686943160363,3.8620208861682843,3.570245206536987,62.45996084049943
0,5,week,23.1884781261844,5.059319698105971,9.222874593472794,8.054074617822796,103.91552524706503
0,6,to,11.547495147310137,3.2207249116288175,4.427856369964299,4.179320299977545,62.45996084049943
0,7,be,17.36798663674727,5.8592278194953815,8.289537712984522,7.684741848396076,90.09700377820982
0,8,this,23.1884781261844,6.339769638688274,19.145412304163727,10.153439833511527,103.91552524706503
0,9,poor<EOS>,5.727003657873004,1.0030691870305626,3.3836857349180454,1.791616343245145,21.004396433933827
1,0,Nice,23.1884781261844,4.122113914090019,4.786607733401977,9.259265760162624,103.91552524706503
1,1,perfume.,38.709788764683424,4.716075541539619,8.027036715347196,12.427752150507654,103.91552524706503
1,2,Must,46.47044408393293,4.5877320743017656,5.24160946264001,18.139451032080544,103.91552524706503
1,3,you,34.82946110505867,4.172854354625915,6.221613187152696,11.757121595495974,103.91552524706503
1,4,marinate,63.931918552244326,5.6562660573518,25.58835345728432,33.18166198338113,103.91552524706503
1,5,in,19.308150466559646,4.519083242988495,38.41298553074348,9.79058658635545,90.09700377820982
1,6,it?<EOS>,5.727003657873004,1.423916370298872,8.977873662344622,1.6879439869148367,34.82291790278903
2,0,Suburbia:,40.6499525944958,5.34286921874774,10.657880047223511,13.487154041757986,103.91552524706503
2,1,where,34.82946110505867,3.7161903898028554,9.806210143777962,11.332712886768778,90.09700377820982
2,2,they,21.248314296372023,4.325075676233601,9.362875125546033,8.138308407341171,90.09700377820982
2,3,tear,19.308150466559646,5.265266192045782,5.903695312236378,7.260333139668878,103.91552524706503
2,4,out,15.427822806934891,2.48051142616399,6.825365481718546,4.133963644083035,76.27848230935463
2,5,the,17.36798663674727,4.9070983764982845,6.5220309955598585,5.980627491216642,103.91552524706503
2,6,trees,13.487658977122512,3.1819233982778385,4.419106336709721,4.208478150195444,76.27848230935463
2,7,and,7.667167487685381,1.9223665802691392,2.6370162305274283,2.7894627729243573,34.82291790278903
2,8,then,13.487658977122512,4.390739775750642,5.049108731039304,4.908266555425021,90.09700377820982
2,9,name,15.427822806934891,4.793678568241577,6.104946077091662,6.37587834972594,90.09700377820982
2,10,streets,23.1884781261844,6.3636474930581075,7.656618640903413,9.907217987227048,103.91552524706503
2,11,after,15.427822806934891,5.190647897140053,13.399557133657808,7.30892955669871,90.09700377820982
2,12,them.<EOS>,9.607331317497756,2.450664108201698,6.0291124555519895,2.8024218174656457,62.45996084049943
3,0,This,11.547495147310137,2.217855028095825,3.3632689906573643,3.486011417018612,48.64143937164423
3,1,isnt,0.0,0.0,0.0,0.0,0.0
3,2,an,19.308150466559646,5.256311996657095,5.894945278981801,8.74738350078173,76.27848230935463
3,3,office.,23.1884781261844,4.8623273995548475,8.750372797725605,7.14046197766196,103.91552524706503
3,4,Its,0.0,0.0,0.0,0.0,0.0
3,5,Hell,19.308150466559646,5.492105808559197,6.405363885498824,8.11886984052924,90.09700377820982
3,6,with,15.427822806934891,3.5460606774177945,5.2299427516339065,5.1091317458149925,76.27848230935463
3,7,fluorescent,30.949133445433908,5.611495080408363,14.647895211310871,11.556256405106005,103.91552524706503
3,8,lighting.<EOS>,15.427822806934891,5.575678298853613,12.658720984770241,6.194451726147902,103.91552524706503
4,0,Dont,0.0,0.0,0.0,0.0,0.0
4,1,bother,38.709788764683424,4.748907591298139,9.555375857146739,17.967743691908474,90.09700377820982
4,2,me.,21.248314296372023,3.9609383970936456,12.6878877622855,6.97199439862521,90.09700377820982
4,3,Im,0.0,0.0,0.0,0.0,0.0
4,4,living,38.709788764683424,4.450434411675225,5.632444281344474,13.652381859659414,90.09700377820982
4,5,happily,32.88929727524629,4.32806040802983,6.192446409637437,13.791691588478264,90.09700377820982
4,6,ever,32.88929727524629,4.301197821863768,31.383792149566183,20.002313684890762,90.09700377820982
4,7,after.<EOS>,3.786839828060625,0.8359242064417307,15.158313817827894,1.04971104325638,21.004396433933827
5,0,Sometimes,30.949133445433908,4.790693836445348,9.289958181757887,10.960140356206736,103.91552524706503
5,1,I,0.0,0.0,0.0,0.0,0.0
5,2,need,21.248314296372023,5.429426440838385,6.501614251299177,8.630752099910133,103.91552524706503
5,3,what,29.00896961562153,5.295113510008074,11.704967360021291,10.837029433064494,103.91552524706503
5,4,only,19.308150466559646,2.555129721069718,8.67745585393746,7.328368123510642,76.27848230935463
5,5,you,25.128641955996777,4.5877320743017656,9.642876189692515,8.248460285942123,103.91552524706503
5,6,can,11.547495147310137,3.026717344873923,3.7161869985919918,5.627493527466531,62.45996084049943
5,7,provide:,23.1884781261844,5.504044735744114,11.387049485104972,10.069206043993152,103.91552524706503
5,8,your,29.00896961562153,8.267906379052302,16.02456711003107,16.52928974782545,103.91552524706503
5,9,absence.<EOS>,27.068805785809154,4.283289431086393,25.419186147695825,10.389942396390042,103.91552524706503
6,0,I,0.0,0.0,0.0,0.0,0.0
6,1,feel,30.949133445433908,3.047610467447527,6.341196974965255,10.561649736562114,76.27848230935463
6,2,so,13.487658977122512,2.1312978060051795,3.182434970062762,6.184732442741936,48.64143937164423
6,3,miserable,61.99175472243195,4.334029871622289,11.716634071027393,24.771242076084917,90.09700377820982
6,4,without,44.530280254120555,5.659250789148029,11.048714865927973,19.182654117654266,90.09700377820982
6,5,"you,",11.547495147310137,1.3582522707818308,8.304121101742151,3.424455955447492,34.82291790278903
6,6,it's,19.308150466559646,4.411632898324246,5.588694115071586,7.166380066744535,90.09700377820982
6,7,almost,32.88929727524629,2.96702270894934,4.947025009735899,13.143739361413843,62.45996084049943
6,8,like,30.949133445433908,6.694952722439542,11.827467825585376,13.03358748281289,90.09700377820982
6,9,having,29.00896961562153,3.8117018072821884,5.822028335193654,11.355391214716033,76.27848230935463
6,10,you,29.00896961562153,5.951754505178485,54.268045788037995,13.399680491104288,90.09700377820982
6,11,here.<EOS>,11.547495147310137,2.96702270894934,38.118401077839366,3.787309202603569,62.45996084049943
7,0,I,3.786839828060625,1.1493210450457907,1.8815966928822334,1.3898859624652022,21.004396433933827
7,1,never,27.068805785809154,4.116144450497561,7.347450799241672,8.407208581572906,103.91552524706503
7,2,forget,23.1884781261844,4.623548855856516,7.163700100895544,7.9730805894397445,90.09700377820982
7,3,a,5.727003657873004,1.2925881712647898,2.0215972249554746,1.545394496960664,34.82291790278903
7,4,"face,",17.36798663674727,4.939930426256805,6.183696376382859,7.052988427008262,76.27848230935463
7,5,but,11.547495147310137,2.784954069379362,4.098271784041878,3.8521044253100114,62.45996084049943
7,6,in,15.427822806934891,3.8982590293728334,6.542447739820539,5.459025948429781,76.27848230935463
