sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp
0,0,Anchored,67.05460528850357,5.010324691670404,5.401586593476981,19.327941498796598,103.69276965759657
0,1,by,20.211630171012857,3.6998192273581276,6.972607302102247,7.448576818022728,84.02698588605743
0,2,friel,23.557556965119332,6.199071702085696,5.980090226200571,8.663379105928808,103.69276965759657
0,3,and,16.865703376906378,2.533501405818596,5.336069314590213,5.824946837071334,44.695418342979146
0,4,williams's,41.960154332704974,6.231113400479639,6.374587884178344,14.391639125055168,103.69276965759657
0,5,exceptional,26.903483759225814,3.1999687324126143,4.920661886754961,8.66571526417478,64.36120211451828
0,6,performances,36.941264141545254,4.6610701791764235,5.890875208141993,13.644068486343734,103.69276965759657
0,7,",",8.500886391640176,1.8189715316336625,3.581042631219131,2.2599693537161856,44.695418342979146
0,8,the,8.500886391640176,1.915096626815492,3.622862170934089,2.5099382860353208,44.695418342979146
0,9,film's,28.576447156279052,4.0394612303339255,4.547073998634667,9.240410192684195,103.69276965759657
0,10,power,28.576447156279052,4.8565245393794765,5.716627125996333,9.936585349984217,103.69276965759657
0,11,lies,21.884593568066098,7.221201880852484,5.931300763199786,11.282212499664798,103.69276965759657
0,12,in,5.154959597533697,0.9121914670850706,3.1865449732413578,1.3512037960325989,25.02963457144
0,13,its,8.500886391640176,4.148403004873332,4.594469476978286,4.434932680717262,44.695418342979146
0,14,complexity,31.922373950385534,3.3345438656671753,22.759483544499,12.65820970654303,103.69276965759657
0,15,.,6.827922994586936,1.0627874495366032,4.050815460683829,1.8114269704893253,25.02963457144
0,16,nothing,31.922373950385534,5.31151665657347,5.277521958989271,14.190729515901468,103.69276965759657
0,17,is,13.519776582799896,1.1460958653608557,6.548835966324003,3.112667113496414,44.695418342979146
0,18,black,45.30608112681145,3.453098149724765,7.210978678477509,13.496890516847417,103.69276965759657
0,19,and,26.903483759225814,4.02023621129756,12.745097767423655,9.478698333773462,103.69276965759657
0,20,white,38.6142275385985,7.554435544149493,65.67608918464637,17.61320134625225,103.69276965759657
0,21,.<EOS>,16.865703376906378,3.049372749961081,35.421046185531196,5.635718019147502,64.36120211451828
1,0,The,6.827922994586936,2.3540678948125136,3.813838068965732,2.4024750067205525,44.695418342979146
1,1,entire,31.922373950385534,2.9308184659034913,4.064755307255481,7.749941231753274,84.02698588605743
1,2,movie,26.903483759225814,2.7930391628095355,5.115819738758099,12.71661366269236,84.02698588605743
1,3,is,5.154959597533697,0.8577205798153669,3.162847234069548,1.311489105851055,25.02963457144
1,4,so,13.519776582799896,3.533202395709623,4.326824422802554,5.530590898078707,84.02698588605743
1,5,formulaic,31.922373950385534,6.474630308273607,6.364829991578187,17.91222960173682,103.69276965759657
1,6,and,8.500886391640176,2.6328306708398195,5.239884373245809,2.6057207741202233,64.36120211451828
1,7,forgettable,43.63311772975821,3.401831432294456,4.956905487841258,19.942351117487558,103.69276965759657
1,8,that,11.846813185746656,2.2387177805943184,3.7636546213077815,4.000407246966241,44.695418342979146
1,9,it's,15.192739979853135,4.744378595000676,4.8537506232110275,6.1706982574753715,84.02698588605743
1,10,hardly,40.287190935651736,3.8984777574005753,4.860720546496854,13.950105216566225,103.69276965759657
1,11,over,35.26830074449201,5.997209002203854,5.737536895853813,15.776980964917291,103.69276965759657
1,12,before,46.97904452386469,3.9433361351520957,6.7858133580421,25.532777800101496,103.69276965759657
1,13,it,11.846813185746656,3.7863318130217745,7.66820564602772,4.360175616846119,64.36120211451828
1,14,begins,31.922373950385534,4.158015514391515,10.079799102923648,14.732718228967256,103.69276965759657
1,15,to,0.0,0.0,0.0,0.0,0.0
1,16,fade,18.538666773959616,2.53670557565799,22.151706233974938,4.41857957299545,64.36120211451828
