sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp
0,0,I,0.0,0.0,0.0,0.0,0.0
0,1,work,2.142857142857143,261.42857142857144,385.14285714285717,545.0,0.8571428571428571
0,2,40,0.8571428571428571,160.57142857142858,160.57142857142858,199.14285714285714,0.7142857142857143
0,3,hours,1.0,168.28571428571428,168.28571428571428,203.0,0.8571428571428571
0,4,a,0.7142857142857143,106.57142857142857,132.14285714285714,131.28571428571428,0.5714285714285714
0,5,week,1.5714285714285714,222.28571428571428,394.7142857142857,329.0,1.0
0,6,to,0.7142857142857143,134.28571428571428,159.85714285714286,158.14285714285714,0.5714285714285714
0,7,be,1.1428571428571428,260.57142857142856,349.0,312.7142857142857,0.8571428571428571
0,8,this,1.5714285714285714,283.57142857142856,880.7142857142857,421.57142857142856,1.0
0,9,poor<EOS>,0.2857142857142857,28.142857142857142,108.71428571428571,52.857142857142854,0.14285714285714285
1,0,Nice,1.5714285714285714,177.42857142857142,177.42857142857142,382.14285714285717,1.0
1,1,perfume.,2.7142857142857144,205.85714285714286,336.14285714285717,521.8571428571429,1.0
1,2,Must,3.2857142857142856,199.71428571428572,199.71428571428572,773.7142857142857,1.0
1,3,you,2.4285714285714284,179.85714285714286,247.71428571428572,492.2857142857143,1.0
1,4,marinate,4.571428571428571,250.85714285714286,1196.2857142857142,1437.0,1.0
1,5,in,1.2857142857142858,196.42857142857142,1824.4285714285713,405.57142857142856,0.8571428571428571
1,6,it?<EOS>,0.2857142857142857,48.285714285714285,382.7142857142857,48.285714285714285,0.2857142857142857
2,0,Suburbia:,2.857142857142857,235.85714285714286,465.0,568.5714285714286,1.0
2,1,where,2.4285714285714284,158.0,423.2857142857143,473.57142857142856,0.8571428571428571
2,2,they,1.4285714285714286,187.14285714285714,401.57142857142856,332.7142857142857,0.8571428571428571
2,3,tear,1.2857142857142858,232.14285714285714,232.14285714285714,294.0,1.0
2,4,out,1.0,98.85714285714286,277.2857142857143,156.14285714285714,0.7142857142857143
2,5,the,1.1428571428571428,215.0,262.42857142857144,237.57142857142858,1.0
2,6,trees,0.8571428571428571,132.42857142857142,159.42857142857142,159.42857142857142,0.7142857142857143
2,7,and,0.42857142857142855,72.14285714285714,72.14285714285714,96.85714285714286,0.2857142857142857
2,8,then,0.8571428571428571,190.28571428571428,190.28571428571428,190.28571428571428,0.8571428571428571
2,9,name,1.0,209.57142857142858,242.0,255.0,0.8571428571428571
2,10,streets,1.5714285714285714,284.7142857142857,318.0,410.7142857142857,1.0
2,11,after,1.0,228.57142857142858,599.2857142857143,296.14285714285717,0.8571428571428571
2,12,them.<EOS>,0.5714285714285714,97.42857142857143,238.28571428571428,97.42857142857143,0.5714285714285714
3,0,This,0.7142857142857143,86.28571428571429,107.71428571428571,127.57142857142857,0.42857142857142855
3,1,isnt,0.0,0.0,0.0,0.0,0.0
3,2,an,1.2857142857142858,231.71428571428572,231.71428571428572,359.57142857142856,0.7142857142857143
3,3,office.,1.5714285714285714,212.85714285714286,371.57142857142856,288.7142857142857,1.0
3,4,Its,0.0,0.0,0.0,0.0,0.0
3,5,Hell,1.2857142857142858,243.0,256.7142857142857,331.85714285714283,0.8571428571428571
3,6,with,1.0,149.85714285714286,199.14285714285714,199.14285714285714,0.7142857142857143
3,7,fluorescent,2.142857142857143,248.71428571428572,660.4285714285714,483.42857142857144,1.0
3,8,lighting.<EOS>,1.0,247.0,563.0,247.0,1.0
4,0,Dont,0.0,0.0,0.0,0.0,0.0
4,1,bother,2.7142857142857144,207.42857142857142,411.0,766.1428571428571,0.8571428571428571
4,2,me.,1.4285714285714286,169.71428571428572,564.4285714285714,281.2857142857143,0.8571428571428571
4,3,Im,0.0,0.0,0.0,0.0,0.0
4,4,living,2.7142857142857144,193.14285714285714,218.85714285714286,575.8571428571429,0.8571428571428571
4,5,happily,2.2857142857142856,187.28571428571428,246.28571428571428,582.0,0.8571428571428571
4,6,ever,2.2857142857142856,186.0,1480.142857142857,855.8571428571429,0.8571428571428571
4,7,after.<EOS>,0.14285714285714285,20.142857142857142,685.4285714285714,20.142857142857142,0.14285714285714285
5,0,Sometimes,2.142857142857143,209.42857142857142,398.0,457.14285714285717,1.0
5,1,I,0.0,0.0,0.0,0.0,0.0
5,2,need,1.4285714285714286,240.0,261.42857142857144,354.42857142857144,1.0
5,3,what,2.0,233.57142857142858,516.2857142857143,451.7142857142857,1.0
5,4,only,1.2857142857142858,102.42857142857143,368.0,297.0,0.7142857142857143
5,5,you,1.7142857142857142,199.71428571428572,415.2857142857143,337.57142857142856,1.0
5,6,can,0.7142857142857143,125.0,125.0,222.0,0.5714285714285714
5,7,provide:,1.5714285714285714,243.57142857142858,500.7142857142857,417.85714285714283,1.0
5,8,your,2.0,375.85714285714283,727.8571428571429,702.7142857142857,1.0
5,9,absence.<EOS>,1.8571428571428572,185.14285714285714,1188.0,432.0,1.0
6,0,I,0.0,0.0,0.0,0.0,0.0
6,1,feel,2.142857142857143,126.0,253.57142857142858,439.57142857142856,0.7142857142857143
6,2,so,0.8571428571428571,82.14285714285714,98.85714285714286,246.57142857142858,0.42857142857142855
6,3,miserable,4.428571428571429,187.57142857142858,516.8571428571429,1066.142857142857,0.8571428571428571
6,4,without,3.142857142857143,251.0,484.14285714285717,819.7142857142857,0.8571428571428571
6,5,"you,",0.7142857142857143,45.142857142857146,349.7142857142857,124.85714285714286,0.2857142857142857
6,6,it's,1.2857142857142858,191.28571428571428,216.71428571428572,289.85714285714283,0.8571428571428571
6,7,almost,2.2857142857142856,122.14285714285714,185.28571428571428,553.4285714285714,0.5714285714285714
6,8,like,2.142857142857143,300.57142857142856,522.2857142857143,548.5714285714286,0.8571428571428571
6,9,having,2.0,162.57142857142858,228.14285714285714,474.57142857142856,0.7142857142857143
6,10,you,2.0,265.0,2601.0,564.7142857142857,0.8571428571428571
6,11,here.<EOS>,0.7142857142857143,122.14285714285714,1810.0,140.85714285714286,0.5714285714285714
7,0,I,0.14285714285714285,35.142857142857146,35.142857142857146,35.142857142857146,0.14285714285714285
7,1,never,1.8571428571428572,177.14285714285714,302.85714285714283,344.57142857142856,1.0
7,2,forget,1.5714285714285714,201.42857142857142,293.85714285714283,325.42857142857144,0.8571428571428571
7,3,a,0.2857142857142857,42.0,42.0,42.0,0.2857142857142857
7,4,"face,",1.1428571428571428,216.57142857142858,245.85714285714286,284.85714285714283,0.7142857142857143
7,5,but,0.7142857142857143,113.42857142857143,143.71428571428572,143.71428571428572,0.5714285714285714
7,6,in,1.0,166.71428571428572,263.42857142857144,214.57142857142858,0.7142857142857143
7,7,your,0.7142857142857143,108.85714285714286,134.28571428571428,127.71428571428571,0.5714285714285714
